date,base,currency,rate
2024-01-22,EUR,BRL,5.3667
2024-01-22,EUR,CAD,1.4652
2024-01-22,EUR,CHF,0.9427
2024-01-22,EUR,CNY,7.8077
2024-01-22,EUR,CZK,24.774
2024-01-22,EUR,DKK,7.4567
2024-01-22,EUR,GBP,0.85503
2024-01-22,EUR,HKD,8.5102
2024-01-22,EUR,HUF,385.28
2024-01-22,EUR,IDR,17133.0
2024-01-22,EUR,ILS,4.0561
2024-01-22,EUR,INR,90.49
2024-01-22,EUR,ISK,148.3
2024-01-22,EUR,JPY,160.74
2024-01-22,EUR,KRW,1454.6
2024-01-22,EUR,MXN,18.7042
2024-01-22,EUR,MYR,5.1479
2024-01-22,EUR,NOK,11.4019
2024-01-22,EUR,NZD,1.7806
2024-01-22,EUR,PHP,61.314
2024-01-22,EUR,PLN,4.3747
2024-01-22,EUR,RON,4.977
2024-01-22,EUR,SEK,11.3461
2024-01-22,EUR,SGD,1.4584
2024-01-22,EUR,THB,38.809
2024-01-22,EUR,TRY,32.937
2024-01-22,EUR,USD,1.0886
2024-01-22,EUR,ZAR,20.626
2024-01-29,EUR,AUD,1.6478
2024-01-29,EUR,BGN,1.9558
2024-01-29,EUR,BRL,5.3526
2024-01-29,EUR,CAD,1.4553
2024-01-29,EUR,CHF,0.93406
2024-01-29,EUR,CNY,7.7827
2024-01-29,EUR,CZK,24.859
2024-01-29,EUR,DKK,7.4543
2024-01-29,EUR,GBP,0.85386
2024-01-29,EUR,HKD,8.4742
2024-01-29,EUR,HUF,385.85
2024-01-29,EUR,IDR,17076.0
2024-01-29,EUR,ILS,3.9612
2024-01-29,EUR,INR,90.02
2024-01-29,EUR,ISK,148.34
2024-01-29,EUR,JPY,159.77
2024-01-29,EUR,KRW,1443.21
2024-01-29,EUR,MXN,18.5982
2024-01-29,EUR,MYR,5.125
2024-01-29,EUR,NOK,11.3496
2024-01-29,EUR,NZD,1.771
2024-01-29,EUR,PHP,60.943
2024-01-29,EUR,PLN,4.3431
2024-01-29,EUR,RON,4.9753
2024-01-29,EUR,SEK,11.305
2024-01-29,EUR,SGD,1.452
2024-01-29,EUR,THB,38.415
2024-01-29,EUR,TRY,32.932
2024-01-29,EUR,USD,1.0841
2024-01-29,EUR,ZAR,20.33
2024-02-05,EUR,AUD,1.6539
2024-02-05,EUR,BGN,1.9558
2024-02-05,EUR,BRL,5.3539
2024-02-05,EUR,CAD,1.4505
2024-02-05,EUR,CHF,0.93894
2024-02-05,EUR,CNY,7.7404
2024-02-05,EUR,CZK,25.008
2024-02-05,EUR,DKK,7.457
2024-02-05,EUR,GBP,0.85436
2024-02-05,EUR,HKD,8.4149
2024-02-05,EUR,HUF,387.06
2024-02-05,EUR,IDR,16881.0
2024-02-05,EUR,ILS,3.9444
2024-02-05,EUR,INR,89.32
2024-02-05,EUR,ISK,148.42
2024-02-05,EUR,JPY,160.11
2024-02-05,EUR,KRW,1431.81
2024-02-05,EUR,MXN,18.4005
2024-02-05,EUR,MYR,5.1238
2024-02-05,EUR,NOK,11.422
2024-02-05,EUR,NZD,1.7662
2024-02-05,EUR,PHP,60.322
2024-02-05,EUR,PLN,4.3368
2024-02-05,EUR,RON,4.9763
2024-02-05,EUR,SEK,11.3162
2024-02-05,EUR,SGD,1.4477
2024-02-05,EUR,THB,38.497
2024-02-05,EUR,TRY,32.923
2024-02-05,EUR,USD,1.0759
2024-02-05,EUR,ZAR,20.399
2024-02-12,EUR,AUD,1.6519
2024-02-12,EUR,BGN,1.9558
2024-02-12,EUR,BRL,5.337
2024-02-12,EUR,CAD,1.4518
2024-02-12,EUR,CHF,0.94758
2024-02-12,EUR,CNY,7.739
2024-02-12,EUR,CZK,25.345
2024-02-12,EUR,DKK,7.4545
2024-02-12,EUR,GBP,0.85397
2024-02-12,EUR,HKD,8.4123
2024-02-12,EUR,HUF,388.25
2024-02-12,EUR,IDR,16793.0
2024-02-12,EUR,ILS,3.9183
2024-02-12,EUR,INR,89.31
2024-02-12,EUR,ISK,148.7
2024-02-12,EUR,JPY,161.22
2024-02-12,EUR,KRW,1431.81
2024-02-12,EUR,MXN,18.3726
2024-02-12,EUR,MYR,5.1379
2024-02-12,EUR,NOK,11.3352
2024-02-12,EUR,NZD,1.7617
2024-02-12,EUR,PHP,60.245
2024-02-12,EUR,PLN,4.333
2024-02-12,EUR,RON,4.976
2024-02-12,EUR,SEK,11.2637
2024-02-12,EUR,SGD,1.4483
2024-02-12,EUR,THB,38.712
2024-02-12,EUR,TRY,33.08
2024-02-12,EUR,USD,1.0758
2024-02-12,EUR,ZAR,20.391
2024-02-19,EUR,AUD,1.6481
2024-02-19,EUR,BGN,1.9558
2024-02-19,EUR,BRL,5.3507
2024-02-19,EUR,CAD,1.4581
2024-02-19,EUR,CHF,0.9517
2024-02-19,EUR,CNY,7.7796
2024-02-19,EUR,CZK,25.385
2024-02-19,EUR,DKK,7.4544
2024-02-19,EUR,GBP,0.85538
2024-02-19,EUR,HKD,8.4576
2024-02-19,EUR,HUF,388.0
2024-02-19,EUR,IDR,16896.0
2024-02-19,EUR,ILS,3.9449
2024-02-19,EUR,INR,89.68
2024-02-19,EUR,ISK,148.58
2024-02-19,EUR,JPY,162.38
2024-02-19,EUR,KRW,1440.22
2024-02-19,EUR,MXN,18.4406
2024-02-19,EUR,MYR,5.1756
2024-02-19,EUR,NOK,11.3423
2024-02-19,EUR,NZD,1.749
2024-02-19,EUR,PHP,60.488
2024-02-19,EUR,PLN,4.3191
2024-02-19,EUR,RON,4.9762
2024-02-19,EUR,SEK,11.1983
2024-02-19,EUR,SGD,1.4531
2024-02-19,EUR,THB,38.892
2024-02-19,EUR,TRY,33.491
2024-02-19,EUR,USD,1.0813
2024-02-19,EUR,ZAR,20.556
2024-02-26,EUR,AUD,1.6617
2024-02-26,EUR,BGN,1.9558
2024-02-26,EUR,BRL,5.3853
2024-02-26,EUR,CAD,1.4682
2024-02-26,EUR,CHF,0.95452
2024-02-26,EUR,CNY,7.7954
2024-02-26,EUR,CZK,25.349
2024-02-26,EUR,DKK,7.4543
2024-02-26,EUR,GBP,0.85581
2024-02-26,EUR,HKD,8.4766
2024-02-26,EUR,HUF,391.68
2024-02-26,EUR,IDR,16992.0
2024-02-26,EUR,ILS,3.9034
2024-02-26,EUR,INR,89.77
2024-02-26,EUR,ISK,149.34
2024-02-26,EUR,JPY,162.93
2024-02-26,EUR,KRW,1445.35
2024-02-26,EUR,MXN,18.4909
2024-02-26,EUR,MYR,5.1559
2024-02-26,EUR,NOK,11.4524
2024-02-26,EUR,NZD,1.7692
2024-02-26,EUR,PHP,60.827
2024-02-26,EUR,PLN,4.3112
2024-02-26,EUR,RON,4.9695
2024-02-26,EUR,SEK,11.19
2024-02-26,EUR,SGD,1.4571
2024-02-26,EUR,THB,38.908
2024-02-26,EUR,TRY,33.799
2024-02-26,EUR,USD,1.0831
2024-02-26,EUR,ZAR,20.829
2024-03-04,EUR,AUD,1.6597
2024-03-04,EUR,BGN,1.9558
2024-03-04,EUR,BRL,5.3859
2024-03-04,EUR,CAD,1.4728
2024-03-04,EUR,CHF,0.95994
2024-03-04,EUR,CNY,7.8295
2024-03-04,EUR,CZK,25.347
2024-03-04,EUR,DKK,7.4545
2024-03-04,EUR,GBP,0.85447
2024-03-04,EUR,HKD,8.5106
2024-03-04,EUR,HUF,394.69
2024-03-04,EUR,IDR,17047.0
2024-03-04,EUR,ILS,3.9039
2024-03-04,EUR,INR,90.1
2024-03-04,EUR,ISK,149.06
2024-03-04,EUR,JPY,162.2
2024-03-04,EUR,KRW,1446.38
2024-03-04,EUR,MXN,18.3994
2024-03-04,EUR,MYR,5.1308
2024-03-04,EUR,NOK,11.4218
2024-03-04,EUR,NZD,1.7762
2024-03-04,EUR,PHP,60.747
2024-03-04,EUR,PLN,4.3114
2024-03-04,EUR,RON,4.9706
2024-03-04,EUR,SEK,11.2273
2024-03-04,EUR,SGD,1.4567
2024-03-04,EUR,THB,38.819
2024-03-04,EUR,TRY,34.539
2024-03-04,EUR,USD,1.0879
2024-03-04,EUR,ZAR,20.521
2024-03-11,EUR,AUD,1.6546
2024-03-11,EUR,BGN,1.9558
2024-03-11,EUR,BRL,5.4436
2024-03-11,EUR,CAD,1.4741
2024-03-11,EUR,CHF,0.9602
2024-03-11,EUR,CNY,7.8489
2024-03-11,EUR,CZK,25.246
2024-03-11,EUR,DKK,7.4567
2024-03-11,EUR,GBP,0.85389
2024-03-11,EUR,HKD,8.5415
2024-03-11,EUR,HUF,395.67
2024-03-11,EUR,IDR,16991.0
2024-03-11,EUR,ILS,3.9758
2024-03-11,EUR,INR,90.43
2024-03-11,EUR,ISK,148.7
2024-03-11,EUR,JPY,161.48
2024-03-11,EUR,KRW,1438.92
2024-03-11,EUR,MXN,18.2991
2024-03-11,EUR,MYR,5.1191
2024-03-11,EUR,NOK,11.4752
2024-03-11,EUR,NZD,1.7764
2024-03-11,EUR,PHP,60.493
2024-03-11,EUR,PLN,4.2884
2024-03-11,EUR,RON,4.9683
2024-03-11,EUR,SEK,11.2089
2024-03-11,EUR,SGD,1.4558
2024-03-11,EUR,THB,38.954
2024-03-11,EUR,TRY,35.051
2024-03-11,EUR,USD,1.092
2024-03-11,EUR,ZAR,20.398
2024-03-18,EUR,AUD,1.6601
2024-03-18,EUR,BGN,1.9558
2024-03-18,EUR,BRL,5.4374
2024-03-18,EUR,CAD,1.4734
2024-03-18,EUR,CHF,0.96826
2024-03-18,EUR,CNY,7.8273
2024-03-18,EUR,CZK,25.274
2024-03-18,EUR,DKK,7.4575
2024-03-18,EUR,GBP,0.85576
2024-03-18,EUR,HKD,8.497
2024-03-18,EUR,HUF,394.89
2024-03-18,EUR,IDR,17096.0
2024-03-18,EUR,ILS,3.9566
2024-03-18,EUR,INR,90.34
2024-03-18,EUR,ISK,148.78
2024-03-18,EUR,JPY,163.82
2024-03-18,EUR,KRW,1452.5
2024-03-18,EUR,MXN,18.2421
2024-03-18,EUR,MYR,5.1369
2024-03-18,EUR,NOK,11.5775
2024-03-18,EUR,NZD,1.7956
2024-03-18,EUR,PHP,60.844
2024-03-18,EUR,PLN,4.3154
2024-03-18,EUR,RON,4.9728
2024-03-18,EUR,SEK,11.3582
2024-03-18,EUR,SGD,1.4586
2024-03-18,EUR,THB,39.252
2024-03-18,EUR,TRY,34.996
2024-03-18,EUR,USD,1.0864
2024-03-18,EUR,ZAR,20.513
2024-03-25,EUR,AUD,1.659
2024-03-25,EUR,BGN,1.9558
2024-03-25,EUR,BRL,5.4034
2024-03-25,EUR,CAD,1.4706
2024-03-25,EUR,CHF,0.97778
2024-03-25,EUR,CNY,7.8204
2024-03-25,EUR,CZK,25.292
2024-03-25,EUR,DKK,7.4584
2024-03-25,EUR,GBP,0.85706
2024-03-25,EUR,HKD,8.4719
2024-03-25,EUR,HUF,395.57
2024-03-25,EUR,IDR,17151.0
2024-03-25,EUR,ILS,3.9624
2024-03-25,EUR,INR,90.27
2024-03-25,EUR,ISK,149.65
2024-03-25,EUR,JPY,163.79
2024-03-25,EUR,KRW,1457.28
2024-03-25,EUR,MXN,18.0271
2024-03-25,EUR,MYR,5.1198
2024-03-25,EUR,NOK,11.6531
2024-03-25,EUR,NZD,1.8054
2024-03-25,EUR,PHP,60.905
2024-03-25,EUR,PLN,4.311
2024-03-25,EUR,RON,4.9718
2024-03-25,EUR,SEK,11.4852
2024-03-25,EUR,SGD,1.4585
2024-03-25,EUR,THB,39.393
2024-03-25,EUR,TRY,34.909
2024-03-25,EUR,USD,1.0829
2024-03-25,EUR,ZAR,20.503
2024-04-01,EUR,AUD,1.6492
2024-04-01,EUR,BGN,1.9558
2024-04-01,EUR,BRL,5.4545
2024-04-01,EUR,CAD,1.4639
2024-04-01,EUR,CHF,0.9799
2024-04-01,EUR,CNY,7.8181
2024-04-01,EUR,CZK,25.33
2024-04-01,EUR,DKK,7.4588
2024-04-01,EUR,GBP,0.85696
2024-04-01,EUR,HKD,8.4598
2024-04-01,EUR,HUF,392.62
2024-04-01,EUR,IDR,17181.0
2024-04-01,EUR,ILS,4.0264
2024-04-01,EUR,INR,90.12
2024-04-01,EUR,ISK,150.2
2024-04-01,EUR,JPY,163.86
2024-04-01,EUR,KRW,1458.96
2024-04-01,EUR,MXN,17.9013
2024-04-01,EUR,MYR,5.1318
2024-04-01,EUR,NOK,11.6476
2024-04-01,EUR,NZD,1.8023
2024-04-01,EUR,PHP,60.958
2024-04-01,EUR,PLN,4.2924
2024-04-01,EUR,RON,4.9688
2024-04-01,EUR,SEK,11.5422
2024-04-01,EUR,SGD,1.4586
2024-04-01,EUR,THB,39.651
2024-04-01,EUR,TRY,34.571
2024-04-01,EUR,USD,1.0806
2024-04-01,EUR,ZAR,20.237
2024-04-08,EUR,AUD,1.642
2024-04-08,EUR,BGN,1.9558
2024-04-08,EUR,BRL,5.4507
2024-04-08,EUR,CAD,1.4705
2024-04-08,EUR,CHF,0.97878
2024-04-08,EUR,CNY,7.8035
2024-04-08,EUR,CZK,25.366
2024-04-08,EUR,DKK,7.4596
2024-04-08,EUR,GBP,0.85584
2024-04-08,EUR,HKD,8.4491
2024-04-08,EUR,HUF,390.12
2024-04-08,EUR,IDR,17207.0
2024-04-08,EUR,ILS,4.0188
2024-04-08,EUR,INR,89.86
2024-04-08,EUR,ISK,150.42
2024-04-08,EUR,JPY,164.33
2024-04-08,EUR,KRW,1469.16
2024-04-08,EUR,MXN,17.7011
2024-04-08,EUR,MYR,5.1264
2024-04-08,EUR,NOK,11.591
2024-04-08,EUR,NZD,1.7914
2024-04-08,EUR,PHP,60.949
2024-04-08,EUR,PLN,4.2615
2024-04-08,EUR,RON,4.9697
2024-04-08,EUR,SEK,11.4917
2024-04-08,EUR,SGD,1.4566
2024-04-08,EUR,THB,39.381
2024-04-08,EUR,TRY,34.786
2024-04-08,EUR,USD,1.0786
2024-04-08,EUR,ZAR,20.096
2024-04-15,EUR,AUD,1.6553
2024-04-15,EUR,BGN,1.9558
2024-04-15,EUR,BRL,5.5668
2024-04-15,EUR,CAD,1.4671
2024-04-15,EUR,CHF,0.97028
2024-04-15,EUR,CNY,7.7114
2024-04-15,EUR,CZK,25.257
2024-04-15,EUR,DKK,7.4613
2024-04-15,EUR,GBP,0.85499
2024-04-15,EUR,HKD,8.3422
2024-04-15,EUR,HUF,394.22
2024-04-15,EUR,IDR,17248.0
2024-04-15,EUR,ILS,4.0059
2024-04-15,EUR,INR,88.98
2024-04-15,EUR,ISK,150.5
2024-04-15,EUR,JPY,164.53
2024-04-15,EUR,KRW,1472.77
2024-04-15,EUR,MXN,18.0444
2024-04-15,EUR,MYR,5.0982
2024-04-15,EUR,NOK,11.6998
2024-04-15,EUR,NZD,1.8029
2024-04-15,EUR,PHP,60.9
2024-04-15,EUR,PLN,4.3287
2024-04-15,EUR,RON,4.9757
2024-04-15,EUR,SEK,11.6347
2024-04-15,EUR,SGD,1.4506
2024-04-15,EUR,THB,39.16
2024-04-15,EUR,TRY,34.628
2024-04-15,EUR,USD,1.0653
2024-04-15,EUR,ZAR,20.304
2024-04-22,EUR,AUD,1.6456
2024-04-22,EUR,BGN,1.9558
2024-04-22,EUR,BRL,5.5157
2024-04-22,EUR,CAD,1.4627
2024-04-22,EUR,CHF,0.97524
2024-04-22,EUR,CNY,7.7423
2024-04-22,EUR,CZK,25.218
2024-04-22,EUR,DKK,7.4591
2024-04-22,EUR,GBP,0.85928
2024-04-22,EUR,HKD,8.369
2024-04-22,EUR,HUF,393.23
2024-04-22,EUR,IDR,17320.0
2024-04-22,EUR,ILS,4.0452
2024-04-22,EUR,INR,89.05
2024-04-22,EUR,ISK,150.26
2024-04-22,EUR,JPY,166.02
2024-04-22,EUR,KRW,1471.33
2024-04-22,EUR,MXN,18.2591
2024-04-22,EUR,MYR,5.1035
2024-04-22,EUR,NOK,11.7392
2024-04-22,EUR,NZD,1.8012
2024-04-22,EUR,PHP,61.566
2024-04-22,EUR,PLN,4.3182
2024-04-22,EUR,RON,4.976
2024-04-22,EUR,SEK,11.6342
2024-04-22,EUR,SGD,1.455
2024-04-22,EUR,THB,39.561
2024-04-22,EUR,TRY,34.755
2024-04-22,EUR,USD,1.0685
2024-04-22,EUR,ZAR,20.386
2024-04-29,EUR,AUD,1.6365
2024-04-29,EUR,BGN,1.9558
2024-04-29,EUR,BRL,5.4894
2024-04-29,EUR,CAD,1.4667
2024-04-29,EUR,CHF,0.97665
2024-04-29,EUR,CNY,7.7625
2024-04-29,EUR,CZK,25.108
2024-04-29,EUR,DKK,7.4584
2024-04-29,EUR,GBP,0.8552
2024-04-29,EUR,HKD,8.3829
2024-04-29,EUR,HUF,390.06
2024-04-29,EUR,IDR,17345.0
2024-04-29,EUR,ILS,4.0119
2024-04-29,EUR,INR,89.46
2024-04-29,EUR,ISK,150.25
2024-04-29,EUR,JPY,166.51
2024-04-29,EUR,KRW,1471.62
2024-04-29,EUR,MXN,18.2092
2024-04-29,EUR,MYR,5.1007
2024-04-29,EUR,NOK,11.7874
2024-04-29,EUR,NZD,1.7992
2024-04-29,EUR,PHP,61.677
2024-04-29,EUR,PLN,4.325
2024-04-29,EUR,RON,4.976
2024-04-29,EUR,SEK,11.69
2024-04-29,EUR,SGD,1.4559
2024-04-29,EUR,THB,39.613
2024-04-29,EUR,TRY,34.699
2024-04-29,EUR,USD,1.072
2024-04-29,EUR,ZAR,19.9957
2024-05-06,EUR,AUD,1.6308
2024-05-06,EUR,BGN,1.9558
2024-05-06,EUR,BRL,5.4903
2024-05-06,EUR,CAD,1.4744
2024-05-06,EUR,CHF,0.97666
2024-05-06,EUR,CNY,7.769
2024-05-06,EUR,CZK,24.983
2024-05-06,EUR,DKK,7.4597
2024-05-06,EUR,GBP,0.8592
2024-05-06,EUR,HKD,8.4104
2024-05-06,EUR,HUF,388.6
2024-05-06,EUR,IDR,17279.0
2024-05-06,EUR,ILS,4.0098
2024-05-06,EUR,INR,89.84
2024-05-06,EUR,ISK,150.26
2024-05-06,EUR,JPY,166.9
2024-05-06,EUR,KRW,1466.64
2024-05-06,EUR,MXN,18.1676
2024-05-06,EUR,MYR,5.0997
2024-05-06,EUR,NOK,11.7033
2024-05-06,EUR,NZD,1.7912
2024-05-06,EUR,PHP,61.697
2024-05-06,EUR,PLN,4.3057
2024-05-06,EUR,RON,4.9743
2024-05-06,EUR,SEK,11.6892
2024-05-06,EUR,SGD,1.4568
2024-05-06,EUR,THB,39.643
2024-05-06,EUR,TRY,34.699
2024-05-06,EUR,USD,1.0759
2024-05-06,EUR,ZAR,19.9087
2024-05-13,EUR,AUD,1.6303
2024-05-13,EUR,BGN,1.9558
2024-05-13,EUR,BRL,5.5615
2024-05-13,EUR,CAD,1.4773
2024-05-13,EUR,CHF,0.98124
2024-05-13,EUR,CNY,7.8242
2024-05-13,EUR,CZK,24.745
2024-05-13,EUR,DKK,7.4612
2024-05-13,EUR,GBP,0.85876
2024-05-13,EUR,HKD,8.4529
2024-05-13,EUR,HUF,386.58
2024-05-13,EUR,IDR,17346.0
2024-05-13,EUR,ILS,4.0131
2024-05-13,EUR,INR,90.37
2024-05-13,EUR,ISK,150.34
2024-05-13,EUR,JPY,168.57
2024-05-13,EUR,KRW,1471.82
2024-05-13,EUR,MXN,18.1492
2024-05-13,EUR,MYR,5.0947
2024-05-13,EUR,NOK,11.6571
2024-05-13,EUR,NZD,1.7852
2024-05-13,EUR,PHP,62.44
2024-05-13,EUR,PLN,4.2709
2024-05-13,EUR,RON,4.9757
2024-05-13,EUR,SEK,11.6752
2024-05-13,EUR,SGD,1.461
2024-05-13,EUR,THB,39.501
2024-05-13,EUR,TRY,34.908
2024-05-13,EUR,USD,1.0827
2024-05-13,EUR,ZAR,19.8414
2024-05-20,EUR,AUD,1.631
2024-05-20,EUR,BGN,1.9558
2024-05-20,EUR,BRL,5.5615
2024-05-20,EUR,CAD,1.482
2024-05-20,EUR,CHF,0.99
2024-05-20,EUR,CNY,7.8537
2024-05-20,EUR,CZK,24.73
2024-05-20,EUR,DKK,7.4616
2024-05-20,EUR,GBP,0.85314
2024-05-20,EUR,HKD,8.4691
2024-05-20,EUR,HUF,386.28
2024-05-20,EUR,IDR,17377.0
2024-05-20,EUR,ILS,3.9935
2024-05-20,EUR,INR,90.33
2024-05-20,EUR,ISK,150.1
2024-05-20,EUR,JPY,169.77
2024-05-20,EUR,KRW,1479.18
2024-05-20,EUR,MXN,18.0378
2024-05-20,EUR,MYR,5.0964
2024-05-20,EUR,NOK,11.5583
2024-05-20,EUR,NZD,1.7751
2024-05-20,EUR,PHP,63.038
2024-05-20,EUR,PLN,4.2591
2024-05-20,EUR,RON,4.9748
2024-05-20,EUR,SEK,11.6035
2024-05-20,EUR,SGD,1.463
2024-05-20,EUR,THB,39.491
2024-05-20,EUR,TRY,34.946
2024-05-20,EUR,USD,1.085
2024-05-20,EUR,ZAR,19.8219
2024-05-27,EUR,AUD,1.6332
2024-05-27,EUR,BGN,1.9558
2024-05-27,EUR,BRL,5.6205
2024-05-27,EUR,CAD,1.4821
2024-05-27,EUR,CHF,0.98726
2024-05-27,EUR,CNY,7.8586
2024-05-27,EUR,CZK,24.72
2024-05-27,EUR,DKK,7.4605
2024-05-27,EUR,GBP,0.8515
2024-05-27,EUR,HKD,8.4772
2024-05-27,EUR,HUF,386.57
2024-05-27,EUR,IDR,17541.0
2024-05-27,EUR,ILS,4.0108
2024-05-27,EUR,INR,90.36
2024-05-27,EUR,ISK,149.22
2024-05-27,EUR,JPY,170.27
2024-05-27,EUR,KRW,1486.04
2024-05-27,EUR,MXN,18.2613
2024-05-27,EUR,MYR,5.1005
2024-05-27,EUR,NOK,11.4057
2024-05-27,EUR,NZD,1.7686
2024-05-27,EUR,PHP,63.322
2024-05-27,EUR,PLN,4.2634
2024-05-27,EUR,RON,4.9764
2024-05-27,EUR,SEK,11.4896
2024-05-27,EUR,SGD,1.4644
2024-05-27,EUR,THB,39.829
2024-05-27,EUR,TRY,34.957
2024-05-27,EUR,USD,1.085
2024-05-27,EUR,ZAR,20.05
2024-06-03,EUR,AUD,1.6344
2024-06-03,EUR,BGN,1.9558
2024-06-03,EUR,BRL,5.7256
2024-06-03,EUR,CAD,1.4858
2024-06-03,EUR,CHF,0.97124
2024-06-03,EUR,CNY,7.8724
2024-06-03,EUR,CZK,24.668
2024-06-03,EUR,DKK,7.4595
2024-06-03,EUR,GBP,0.85115
2024-06-03,EUR,HKD,8.491
2024-06-03,EUR,HUF,391.0
2024-06-03,EUR,IDR,17671.0
2024-06-03,EUR,ILS,4.0254
2024-06-03,EUR,INR,90.63
2024-06-03,EUR,ISK,149.7
2024-06-03,EUR,JPY,169.47
2024-06-03,EUR,KRW,1491.34
2024-06-03,EUR,MXN,19.2721
2024-06-03,EUR,MYR,5.1064
2024-06-03,EUR,NOK,11.4678
2024-06-03,EUR,NZD,1.7599
2024-06-03,EUR,PHP,63.793
2024-06-03,EUR,PLN,4.2952
2024-06-03,EUR,RON,4.9758
2024-06-03,EUR,SEK,11.3414
2024-06-03,EUR,SGD,1.4647
2024-06-03,EUR,THB,39.802
2024-06-03,EUR,TRY,35.111
2024-06-03,EUR,USD,1.0868
2024-06-03,EUR,ZAR,20.45
2024-06-10,EUR,AUD,1.6246
2024-06-10,EUR,BGN,1.9558
2024-06-10,EUR,BRL,5.7632
2024-06-10,EUR,CAD,1.4781
2024-06-10,EUR,CHF,0.96204
2024-06-10,EUR,CNY,7.7924
2024-06-10,EUR,CZK,24.693
2024-06-10,EUR,DKK,7.4592
2024-06-10,EUR,GBP,0.8436
2024-06-10,EUR,HKD,8.3924
2024-06-10,EUR,HUF,395.71
2024-06-10,EUR,IDR,17543.0
2024-06-10,EUR,ILS,4.0005
2024-06-10,EUR,INR,89.76
2024-06-10,EUR,ISK,149.42
2024-06-10,EUR,JPY,168.79
2024-06-10,EUR,KRW,1480.6
2024-06-10,EUR,MXN,19.9481
2024-06-10,EUR,MYR,5.068
2024-06-10,EUR,NOK,11.4609
2024-06-10,EUR,NZD,1.7506
2024-06-10,EUR,PHP,63.052
2024-06-10,EUR,PLN,4.3449
2024-06-10,EUR,RON,4.977
2024-06-10,EUR,SEK,11.2617
