date,base,currency,rate
2025-01-03,EUR,SEK,11.4395
2025-01-03,EUR,SGD,1.4113
2025-01-03,EUR,THB,35.475
2025-01-03,EUR,TRY,36.425
2025-01-03,EUR,USD,1.0299
2025-01-03,EUR,ZAR,19.2957
2025-01-06,EUR,AUD,1.6555
2025-01-06,EUR,BGN,1.9558
2025-01-06,EUR,BRL,6.3649
2025-01-06,EUR,CAD,1.4914
2025-01-06,EUR,CHF,0.9396
2025-01-06,EUR,CNY,7.6284
2025-01-06,EUR,CZK,25.154
2025-01-06,EUR,DKK,7.4591
2025-01-06,EUR,GBP,0.83098
2025-01-06,EUR,HKD,8.1035
2025-01-06,EUR,HUF,414.68
2025-01-06,EUR,IDR,16835.0
2025-01-06,EUR,ILS,3.7905
2025-01-06,EUR,INR,89.26
2025-01-06,EUR,ISK,144.7
2025-01-06,EUR,JPY,163.25
2025-01-06,EUR,KRW,1518.24
2025-01-06,EUR,MXN,21.196
2025-01-06,EUR,MYR,4.7032
2025-01-06,EUR,NOK,11.7095
2025-01-06,EUR,NZD,1.8354
2025-01-06,EUR,PHP,60.369
2025-01-06,EUR,PLN,4.2518
2025-01-06,EUR,RON,4.9747
2025-01-06,EUR,SEK,11.4645
2025-01-06,EUR,SGD,1.4168
2025-01-06,EUR,THB,35.834
2025-01-06,EUR,TRY,36.83
2025-01-06,EUR,USD,1.0426
2025-01-06,EUR,ZAR,19.2724
2025-01-07,EUR,AUD,1.6557
2025-01-07,EUR,BGN,1.9558
2025-01-07,EUR,BRL,6.3134
2025-01-07,EUR,CAD,1.4878
2025-01-07,EUR,CHF,0.9426
2025-01-07,EUR,CNY,7.6142
2025-01-07,EUR,CZK,25.137
2025-01-07,EUR,DKK,7.4592
2025-01-07,EUR,GBP,0.82915
2025-01-07,EUR,HKD,8.0824
2025-01-07,EUR,HUF,415.73
2025-01-07,EUR,IDR,16795.0
2025-01-07,EUR,ILS,3.7681
2025-01-07,EUR,INR,89.11
2025-01-07,EUR,ISK,145.5
2025-01-07,EUR,JPY,163.86
2025-01-07,EUR,KRW,1507.35
2025-01-07,EUR,MXN,21.139
2025-01-07,EUR,MYR,4.6639
2025-01-07,EUR,NOK,11.7385
2025-01-07,EUR,NZD,1.8317
2025-01-07,EUR,PHP,60.378
2025-01-07,EUR,PLN,4.2583
2025-01-07,EUR,RON,4.9744
2025-01-07,EUR,SEK,11.475
2025-01-07,EUR,SGD,1.415
2025-01-07,EUR,THB,35.83
2025-01-07,EUR,TRY,36.743
2025-01-07,EUR,USD,1.0393
2025-01-07,EUR,ZAR,19.3216
2025-01-08,EUR,AUD,1.66
2025-01-08,EUR,BGN,1.9558
2025-01-08,EUR,BRL,6.3075
2025-01-08,EUR,CAD,1.4803
2025-01-08,EUR,CHF,0.9379
2025-01-08,EUR,CNY,7.5413
2025-01-08,EUR,CZK,25.15
2025-01-08,EUR,DKK,7.4608
2025-01-08,EUR,GBP,0.83403
2025-01-08,EUR,HKD,8.0018
2025-01-08,EUR,HUF,416.25
2025-01-08,EUR,IDR,16720.0
2025-01-08,EUR,ILS,3.7798
2025-01-08,EUR,INR,88.35
2025-01-08,EUR,ISK,145.1
2025-01-08,EUR,JPY,162.94
2025-01-08,EUR,KRW,1503.5
2025-01-08,EUR,MXN,21.009
2025-01-08,EUR,MYR,4.6313
2025-01-08,EUR,NOK,11.738
2025-01-08,EUR,NZD,1.8383
2025-01-08,EUR,PHP,60.192
2025-01-08,EUR,PLN,4.2765
2025-01-08,EUR,RON,4.9739
2025-01-08,EUR,SEK,11.5125
2025-01-08,EUR,SGD,1.4096
2025-01-08,EUR,THB,35.682
2025-01-08,EUR,TRY,36.395
2025-01-08,EUR,USD,1.0286
2025-01-08,EUR,ZAR,19.4357
2025-01-09,EUR,AUD,1.663
2025-01-09,EUR,BGN,1.9558
2025-01-09,EUR,BRL,6.2991
2025-01-09,EUR,CAD,1.4831
2025-01-09,EUR,CHF,0.9397
2025-01-09,EUR,CNY,7.5558
2025-01-09,EUR,CZK,25.116
2025-01-09,EUR,DKK,7.4609
2025-01-09,EUR,GBP,0.83808
2025-01-09,EUR,HKD,8.0189
2025-01-09,EUR,HUF,413.98
2025-01-09,EUR,IDR,16694.0
2025-01-09,EUR,ILS,3.7713
2025-01-09,EUR,INR,88.47
2025-01-09,EUR,ISK,144.9
2025-01-09,EUR,JPY,162.56
2025-01-09,EUR,KRW,1504.23
2025-01-09,EUR,MXN,21.101
2025-01-09,EUR,MYR,4.6403
2025-01-09,EUR,NOK,11.7605
2025-01-09,EUR,NZD,1.8417
2025-01-09,EUR,PHP,60.281
2025-01-09,EUR,PLN,4.2723
2025-01-09,EUR,RON,4.9734
2025-01-09,EUR,SEK,11.4945
2025-01-09,EUR,SGD,1.4102
2025-01-09,EUR,THB,35.645
2025-01-09,EUR,TRY,36.421
2025-01-09,EUR,USD,1.0305
2025-01-09,EUR,ZAR,19.4534
2025-01-10,EUR,AUD,1.6655
2025-01-10,EUR,BGN,1.9558
2025-01-10,EUR,BRL,6.2397
2025-01-10,EUR,CAD,1.4845
2025-01-10,EUR,CHF,0.9416
2025-01-10,EUR,CNY,7.5542
2025-01-10,EUR,CZK,25.09
2025-01-10,EUR,DKK,7.4606
2025-01-10,EUR,GBP,0.83693
2025-01-10,EUR,HKD,8.0224
2025-01-10,EUR,HUF,413.68
2025-01-10,EUR,IDR,16681.0
2025-01-10,EUR,ILS,3.7889
2025-01-10,EUR,INR,88.63
2025-01-10,EUR,ISK,145.3
2025-01-10,EUR,JPY,162.86
2025-01-10,EUR,KRW,1511.32
2025-01-10,EUR,MXN,21.126
2025-01-10,EUR,MYR,4.6332
2025-01-10,EUR,NOK,11.757
2025-01-10,EUR,NZD,1.8454
2025-01-10,EUR,PHP,60.242
2025-01-10,EUR,PLN,4.266
2025-01-10,EUR,RON,4.9735
2025-01-10,EUR,SEK,11.497
2025-01-10,EUR,SGD,1.4092
2025-01-10,EUR,THB,35.616
2025-01-10,EUR,TRY,36.485
2025-01-10,EUR,USD,1.0304
2025-01-10,EUR,ZAR,19.6165
2025-01-13,EUR,AUD,1.6578
2025-01-13,EUR,BGN,1.9558
2025-01-13,EUR,BRL,6.2109
2025-01-13,EUR,CAD,1.4699
2025-01-13,EUR,CHF,0.9346
2025-01-13,EUR,CNY,7.4771
2025-01-13,EUR,CZK,25.23
2025-01-13,EUR,DKK,7.4605
2025-01-13,EUR,GBP,0.8416
2025-01-13,EUR,HKD,7.9412
2025-01-13,EUR,HUF,413.68
2025-01-13,EUR,IDR,16641.0
2025-01-13,EUR,ILS,3.7436
2025-01-13,EUR,INR,88.42
2025-01-13,EUR,ISK,144.5
2025-01-13,EUR,JPY,160.22
2025-01-13,EUR,KRW,1497.52
2025-01-13,EUR,MXN,21.18
2025-01-13,EUR,MYR,4.5993
2025-01-13,EUR,NOK,11.709
2025-01-13,EUR,NZD,1.8358
2025-01-13,EUR,PHP,59.851
2025-01-13,EUR,PLN,4.2715
2025-01-13,EUR,RON,4.9731
2025-01-13,EUR,SEK,11.5055
2025-01-13,EUR,SGD,1.401
2025-01-13,EUR,THB,35.464
2025-01-13,EUR,TRY,36.202
2025-01-13,EUR,USD,1.0198
2025-01-13,EUR,ZAR,19.5236
2025-01-14,EUR,AUD,1.6601
2025-01-14,EUR,BGN,1.9558
2025-01-14,EUR,BRL,6.2299
2025-01-14,EUR,CAD,1.4744
2025-01-14,EUR,CHF,0.9395
2025-01-14,EUR,CNY,7.5108
2025-01-14,EUR,CZK,25.294
2025-01-14,EUR,DKK,7.4607
2025-01-14,EUR,GBP,0.84288
2025-01-14,EUR,HKD,7.9761
2025-01-14,EUR,HUF,412.05
2025-01-14,EUR,IDR,16709.0
2025-01-14,EUR,ILS,3.7185
2025-01-14,EUR,INR,88.69
2025-01-14,EUR,ISK,144.9
2025-01-14,EUR,JPY,161.63
2025-01-14,EUR,KRW,1496.39
2025-01-14,EUR,MXN,21.134
2025-01-14,EUR,MYR,4.6154
2025-01-14,EUR,NOK,11.7195
2025-01-14,EUR,NZD,1.8324
2025-01-14,EUR,PHP,60.196
2025-01-14,EUR,PLN,4.2683
2025-01-14,EUR,RON,4.9749
2025-01-14,EUR,SEK,11.512
2025-01-14,EUR,SGD,1.4036
2025-01-14,EUR,THB,35.612
2025-01-14,EUR,TRY,36.363
2025-01-14,EUR,USD,1.0245
2025-01-14,EUR,ZAR,19.4143
2025-01-15,EUR,AUD,1.6616
2025-01-15,EUR,BGN,1.9558
2025-01-15,EUR,BRL,6.2377
2025-01-15,EUR,CAD,1.4784
2025-01-15,EUR,CHF,0.9394
2025-01-15,EUR,CNY,7.5515
2025-01-15,EUR,CZK,25.218
2025-01-15,EUR,DKK,7.4611
2025-01-15,EUR,GBP,0.84313
2025-01-15,EUR,HKD,8.0201
2025-01-15,EUR,HUF,410.63
2025-01-15,EUR,IDR,16872.0
2025-01-15,EUR,ILS,3.7299
2025-01-15,EUR,INR,89.01
2025-01-15,EUR,ISK,144.7
2025-01-15,EUR,JPY,161.75
2025-01-15,EUR,KRW,1503.15
2025-01-15,EUR,MXN,21.09
2025-01-15,EUR,MYR,4.634
2025-01-15,EUR,NOK,11.7035
2025-01-15,EUR,NZD,1.8381
2025-01-15,EUR,PHP,60.358
2025-01-15,EUR,PLN,4.2613
2025-01-15,EUR,RON,4.9742
2025-01-15,EUR,SEK,11.5015
2025-01-15,EUR,SGD,1.4089
2025-01-15,EUR,THB,35.762
2025-01-15,EUR,TRY,36.548
2025-01-15,EUR,USD,1.03
2025-01-15,EUR,ZAR,19.4319
2025-01-16,EUR,AUD,1.6574
2025-01-16,EUR,BGN,1.9558
2025-01-16,EUR,BRL,6.1984
2025-01-16,EUR,CAD,1.4776
2025-01-16,EUR,CHF,0.9376
2025-01-16,EUR,CNY,7.5311
2025-01-16,EUR,CZK,25.231
2025-01-16,EUR,DKK,7.4609
2025-01-16,EUR,GBP,0.84258
2025-01-16,EUR,HKD,8.0007
2025-01-16,EUR,HUF,412.35
2025-01-16,EUR,IDR,16853.0
2025-01-16,EUR,ILS,3.7232
2025-01-16,EUR,INR,88.94
2025-01-16,EUR,ISK,145.1
2025-01-16,EUR,JPY,160.46
2025-01-16,EUR,KRW,1499.04
2025-01-16,EUR,MXN,21.182
2025-01-16,EUR,MYR,4.625
2025-01-16,EUR,NOK,11.6965
2025-01-16,EUR,NZD,1.8389
2025-01-16,EUR,PHP,60.157
2025-01-16,EUR,PLN,4.2688
2025-01-16,EUR,RON,4.9754
2025-01-16,EUR,SEK,11.485
2025-01-16,EUR,SGD,1.4061
2025-01-16,EUR,THB,35.592
2025-01-16,EUR,TRY,36.407
2025-01-16,EUR,USD,1.0272
2025-01-16,EUR,ZAR,19.4048
2025-01-17,EUR,AUD,1.6646
2025-01-17,EUR,BGN,1.9558
2025-01-17,EUR,BRL,6.2518
2025-01-17,EUR,CAD,1.4864
2025-01-17,EUR,CHF,0.9394
2025-01-17,EUR,CNY,7.5474
2025-01-17,EUR,CZK,25.265
2025-01-17,EUR,DKK,7.4608
2025-01-17,EUR,GBP,0.84453
2025-01-17,EUR,HKD,8.0194
2025-01-17,EUR,HUF,412.65
2025-01-17,EUR,IDR,16887.0
2025-01-17,EUR,ILS,3.6971
2025-01-17,EUR,INR,89.2
2025-01-17,EUR,ISK,145.1
2025-01-17,EUR,JPY,160.23
2025-01-17,EUR,KRW,1502.05
2025-01-17,EUR,MXN,21.419
2025-01-17,EUR,MYR,4.6403
2025-01-17,EUR,NOK,11.759
2025-01-17,EUR,NZD,1.8435
2025-01-17,EUR,PHP,60.337
2025-01-17,EUR,PLN,4.2585
2025-01-17,EUR,RON,4.9765
2025-01-17,EUR,SEK,11.506
2025-01-17,EUR,SGD,1.4083
2025-01-17,EUR,THB,35.492
2025-01-17,EUR,TRY,36.627
2025-01-17,EUR,USD,1.0298
2025-01-17,EUR,ZAR,19.3288
2025-01-20,EUR,AUD,1.6627
2025-01-20,EUR,BGN,1.9558
2025-01-20,EUR,BRL,6.2688
2025-01-20,EUR,CAD,1.4924
2025-01-20,EUR,CHF,0.9429
2025-01-20,EUR,CNY,7.5431
2025-01-20,EUR,CZK,25.209
2025-01-20,EUR,DKK,7.4611
2025-01-20,EUR,GBP,0.84588
2025-01-20,EUR,HKD,8.0301
2025-01-20,EUR,HUF,413.15
2025-01-20,EUR,IDR,16908.0
2025-01-20,EUR,ILS,3.6994
2025-01-20,EUR,INR,89.27
2025-01-20,EUR,ISK,145.5
2025-01-20,EUR,JPY,161.36
2025-01-20,EUR,KRW,1497.2
2025-01-20,EUR,MXN,21.53
2025-01-20,EUR,MYR,4.635
2025-01-20,EUR,NOK,11.7665
2025-01-20,EUR,NZD,1.8407
2025-01-20,EUR,PHP,60.334
2025-01-20,EUR,PLN,4.2568
2025-01-20,EUR,RON,4.9769
2025-01-20,EUR,SEK,11.4945
2025-01-20,EUR,SGD,1.4077
2025-01-20,EUR,THB,35.337
2025-01-20,EUR,TRY,36.714
2025-01-20,EUR,USD,1.0316
2025-01-20,EUR,ZAR,19.3381
2025-01-21,EUR,AUD,1.6639
2025-01-21,EUR,BGN,1.9558
2025-01-21,EUR,BRL,6.2685
2025-01-21,EUR,CAD,1.4963
2025-01-21,EUR,CHF,0.9427
2025-01-21,EUR,CNY,7.5443
2025-01-21,EUR,CZK,25.178
2025-01-21,EUR,DKK,7.4614
2025-01-21,EUR,GBP,0.84553
2025-01-21,EUR,HKD,8.0636
2025-01-21,EUR,HUF,411.48
2025-01-21,EUR,IDR,16922.0
2025-01-21,EUR,ILS,3.7145
2025-01-21,EUR,INR,89.69
2025-01-21,EUR,ISK,145.9
2025-01-21,EUR,JPY,161.26
2025-01-21,EUR,KRW,1493.41
2025-01-21,EUR,MXN,21.488
2025-01-21,EUR,MYR,4.6353
2025-01-21,EUR,NOK,11.817
2025-01-21,EUR,NZD,1.8406
2025-01-21,EUR,PHP,60.621
2025-01-21,EUR,PLN,4.2538
2025-01-21,EUR,RON,4.9768
2025-01-21,EUR,SEK,11.475
2025-01-21,EUR,SGD,1.4078
2025-01-21,EUR,THB,35.281
2025-01-21,EUR,TRY,36.901
2025-01-21,EUR,USD,1.0357
2025-01-21,EUR,ZAR,19.2676
2025-01-22,EUR,AUD,1.6603
2025-01-22,EUR,BGN,1.9558
2025-01-22,EUR,BRL,6.2738
2025-01-22,EUR,CAD,1.4972
2025-01-22,EUR,CHF,0.9449
2025-01-22,EUR,CNY,7.5892
2025-01-22,EUR,CZK,25.139
2025-01-22,EUR,DKK,7.4612
2025-01-22,EUR,GBP,0.84466
2025-01-22,EUR,HKD,8.1322
2025-01-22,EUR,HUF,411.08
2025-01-22,EUR,IDR,16929.0
2025-01-22,EUR,ILS,3.6962
2025-01-22,EUR,INR,90.21
2025-01-22,EUR,ISK,146.5
2025-01-22,EUR,JPY,162.72
2025-01-22,EUR,KRW,1496.01
2025-01-22,EUR,MXN,21.471
2025-01-22,EUR,MYR,4.633
2025-01-22,EUR,NOK,11.7525
2025-01-22,EUR,NZD,1.8387
2025-01-22,EUR,PHP,61.003
2025-01-22,EUR,PLN,4.23
2025-01-22,EUR,RON,4.9768
2025-01-22,EUR,SEK,11.467
2025-01-22,EUR,SGD,1.4126
2025-01-22,EUR,THB,35.334
2025-01-22,EUR,TRY,37.231
2025-01-22,EUR,USD,1.0443
2025-01-22,EUR,ZAR,19.2877
2025-01-23,EUR,AUD,1.6594
2025-01-23,EUR,BGN,1.9558
2025-01-23,EUR,BRL,6.1921
2025-01-23,EUR,CAD,1.4984
2025-01-23,EUR,CHF,0.9442
2025-01-23,EUR,CNY,7.5829
2025-01-23,EUR,CZK,25.14
2025-01-23,EUR,DKK,7.4606
2025-01-23,EUR,GBP,0.84468
2025-01-23,EUR,HKD,8.1045
2025-01-23,EUR,HUF,409.7
2025-01-23,EUR,IDR,16896.0
2025-01-23,EUR,ILS,3.7117
2025-01-23,EUR,INR,89.93
2025-01-23,EUR,ISK,145.9
2025-01-23,EUR,JPY,162.58
2025-01-23,EUR,KRW,1494.9
2025-01-23,EUR,MXN,21.296
2025-01-23,EUR,MYR,4.6235
2025-01-23,EUR,NOK,11.7305
2025-01-23,EUR,NZD,1.8377
2025-01-23,EUR,PHP,61.063
2025-01-23,EUR,PLN,4.211
2025-01-23,EUR,RON,4.9763
2025-01-23,EUR,SEK,11.4685
2025-01-23,EUR,SGD,1.4114
2025-01-23,EUR,THB,35.4
2025-01-23,EUR,TRY,37.099
2025-01-23,EUR,USD,1.0404
2025-01-23,EUR,ZAR,19.3143
2025-01-24,EUR,AUD,1.66
2025-01-24,EUR,BGN,1.9558
2025-01-24,EUR,BRL,6.1866
2025-01-24,EUR,CAD,1.5015
2025-01-24,EUR,CHF,0.9494
2025-01-24,EUR,CNY,7.5891
2025-01-24,EUR,CZK,25.097
2025-01-24,EUR,DKK,7.4614
2025-01-24,EUR,GBP,0.84413
2025-01-24,EUR,HKD,8.1559
2025-01-24,EUR,HUF,408.85
2025-01-24,EUR,IDR,16901.0
2025-01-24,EUR,ILS,3.7585
2025-01-24,EUR,INR,90.33
2025-01-24,EUR,ISK,146.3
2025-01-24,EUR,JPY,163.9
2025-01-24,EUR,KRW,1501.6
2025-01-24,EUR,MXN,21.206
2025-01-24,EUR,MYR,4.5841
2025-01-24,EUR,NOK,11.7495
2025-01-24,EUR,NZD,1.8364
2025-01-24,EUR,PHP,61.145
2025-01-24,EUR,PLN,4.2138
2025-01-24,EUR,RON,4.9761
2025-01-24,EUR,SEK,11.459
2025-01-24,EUR,SGD,1.4129
2025-01-24,EUR,THB,35.27
2025-01-24,EUR,TRY,37.377
2025-01-24,EUR,USD,1.0472
2025-01-24,EUR,ZAR,19.252
2025-01-27,EUR,AUD,1.67
2025-01-27,EUR,BGN,1.9558
2025-01-27,EUR,BRL,6.2375
2025-01-27,EUR,CAD,1.5096
2025-01-27,EUR,CHF,0.9453
2025-01-27,EUR,CNY,7.6306
2025-01-27,EUR,CZK,25.102
2025-01-27,EUR,DKK,7.4625
2025-01-27,EUR,GBP,0.84106
2025-01-27,EUR,HKD,8.1987
2025-01-27,EUR,HUF,408.78
2025-01-27,EUR,IDR,17007.0
2025-01-27,EUR,ILS,3.8064
2025-01-27,EUR,INR,90.88
2025-01-27,EUR,ISK,146.3
2025-01-27,EUR,JPY,162.21
2025-01-27,EUR,KRW,1507.97
2025-01-27,EUR,MXN,21.588
2025-01-27,EUR,MYR,4.6106
2025-01-27,EUR,NOK,11.8095
2025-01-27,EUR,NZD,1.8464
2025-01-27,EUR,PHP,61.408
2025-01-27,EUR,PLN,4.2193
2025-01-27,EUR,RON,4.975
2025-01-27,EUR,SEK,11.496
2025-01-27,EUR,SGD,1.4134
2025-01-27,EUR,THB,35.402
2025-01-27,EUR,TRY,37.626
2025-01-27,EUR,USD,1.053
2025-01-27,EUR,ZAR,19.6537
2025-01-28,EUR,AUD,1.6698
2025-01-28,EUR,BGN,1.9558
2025-01-28,EUR,BRL,6.1535
2025-01-28,EUR,CAD,1.5019
2025-01-28,EUR,CHF,0.9441
2025-01-28,EUR,CNY,7.5517
2025-01-28,EUR,CZK,25.091
2025-01-28,EUR,DKK,7.4626
2025-01-28,EUR,GBP,0.83868
2025-01-28,EUR,HKD,8.1189
2025-01-28,EUR,HUF,408.13
2025-01-28,EUR,IDR,16908.0
2025-01-28,EUR,ILS,3.7725
2025-01-28,EUR,INR,90.2
2025-01-28,EUR,ISK,146.1
2025-01-28,EUR,JPY,161.86
2025-01-28,EUR,KRW,1506.81
2025-01-28,EUR,MXN,21.538
2025-01-28,EUR,MYR,4.5779
2025-01-28,EUR,NOK,11.7785
2025-01-28,EUR,NZD,1.8439
2025-01-28,EUR,PHP,60.9
2025-01-28,EUR,PLN,4.2078
2025-01-28,EUR,RON,4.9749
2025-01-28,EUR,SEK,11.478
2025-01-28,EUR,SGD,1.4087
2025-01-28,EUR,THB,35.306
2025-01-28,EUR,TRY,37.27
2025-01-28,EUR,USD,1.0421
2025-01-28,EUR,ZAR,19.4839
2025-01-29,EUR,AUD,1.671
2025-01-29,EUR,BGN,1.9558
2025-01-29,EUR,BRL,6.0791
2025-01-29,EUR,CAD,1.5011
2025-01-29,EUR,CHF,0.943
2025-01-29,EUR,CNY,7.5385
2025-01-29,EUR,CZK,25.122
2025-01-29,EUR,DKK,7.4627
2025-01-29,EUR,GBP,0.83723
2025-01-29,EUR,HKD,8.0992
2025-01-29,EUR,HUF,408.08
2025-01-29,EUR,IDR,16883.0
2025-01-29,EUR,ILS,3.7423
2025-01-29,EUR,INR,89.99
2025-01-29,EUR,ISK,145.7
2025-01-29,EUR,JPY,161.5
2025-01-29,EUR,KRW,1504.02
2025-01-29,EUR,MXN,21.295
2025-01-29,EUR,MYR,4.567
2025-01-29,EUR,NOK,11.7785
2025-01-29,EUR,NZD,1.8426
2025-01-29,EUR,PHP,60.723
2025-01-29,EUR,PLN,4.2135
2025-01-29,EUR,RON,4.9753
2025-01-29,EUR,SEK,11.4555
2025-01-29,EUR,SGD,1.4051
2025-01-29,EUR,THB,35.107
2025-01-29,EUR,TRY,37.193
2025-01-29,EUR,USD,1.0396
2025-01-29,EUR,ZAR,19.405
2025-01-30,EUR,AUD,1.6705
2025-01-30,EUR,BGN,1.9558
2025-01-30,EUR,BRL,6.1496
2025-01-30,EUR,CAD,1.4997
2025-01-30,EUR,CHF,0.9441
2025-01-30,EUR,CNY,7.5436
2025-01-30,EUR,CZK,25.121
2025-01-30,EUR,DKK,7.4616
2025-01-30,EUR,GBP,0.83685
2025-01-30,EUR,HKD,8.105
2025-01-30,EUR,HUF,407.25
2025-01-30,EUR,IDR,16902.0
2025-01-30,EUR,ILS,3.7277
2025-01-30,EUR,INR,90.1
2025-01-30,EUR,ISK,146.1
2025-01-30,EUR,JPY,160.32
2025-01-30,EUR,KRW,1500.02
2025-01-30,EUR,MXN,21.355
2025-01-30,EUR,MYR,4.57
2025-01-30,EUR,NOK,11.7615
2025-01-30,EUR,NZD,1.8408
2025-01-30,EUR,PHP,60.693
2025-01-30,EUR,PLN,4.2063
2025-01-30,EUR,RON,4.9758
2025-01-30,EUR,SEK,11.47
2025-01-30,EUR,SGD,1.4048
2025-01-30,EUR,THB,35.053
2025-01-30,EUR,TRY,37.223
2025-01-30,EUR,USD,1.0403
2025-01-30,EUR,ZAR,19.2738
2025-01-31,EUR,AUD,1.6702
2025-01-31,EUR,BGN,1.9558
2025-01-31,EUR,BRL,6.0677
2025-01-31,EUR,CAD,1.5035
2025-01-31,EUR,CHF,0.9449
2025-01-31,EUR,CNY,7.5363
2025-01-31,EUR,CZK,25.166
2025-01-31,EUR,DKK,7.4618
2025-01-31,EUR,GBP,0.83608
2025-01-31,EUR,HKD,8.099
2025-01-31,EUR,HUF,407.95
2025-01-31,EUR,IDR,16941.0
2025-01-31,EUR,ILS,3.7199
2025-01-31,EUR,INR,89.99
2025-01-31,EUR,ISK,146.7
2025-01-31,EUR,JPY,160.99
2025-01-31,EUR,KRW,1506.62
2025-01-31,EUR,MXN,21.477
2025-01-31,EUR,MYR,4.6301
2025-01-31,EUR,NOK,11.7373
2025-01-31,EUR,NZD,1.8391
2025-01-31,EUR,PHP,60.682
2025-01-31,EUR,PLN,4.213
2025-01-31,EUR,RON,4.9767
2025-01-31,EUR,SEK,11.474
2025-01-31,EUR,SGD,1.4091
2025-01-31,EUR,THB,34.915
2025-01-31,EUR,TRY,37.266
2025-01-31,EUR,USD,1.0393
2025-01-31,EUR,ZAR,19.3588
2025-02-03,EUR,AUD,1.6671
2025-02-03,EUR,BGN,1.9558
2025-02-03,EUR,BRL,6.0119
2025-02-03,EUR,CAD,1.5051
2025-02-03,EUR,CHF,0.9393
2025-02-03,EUR,CNY,7.45
2025-02-03,EUR,CZK,25.254
2025-02-03,EUR,DKK,7.4618
2025-02-03,EUR,GBP,0.83136
2025-02-03,EUR,HKD,8.0072
2025-02-03,EUR,HUF,408.43
2025-02-03,EUR,IDR,16865.0
2025-02-03,EUR,ILS,3.6992
2025-02-03,EUR,INR,89.45
2025-02-03,EUR,ISK,146.0
2025-02-03,EUR,JPY,158.87
2025-02-03,EUR,KRW,1504.01
2025-02-03,EUR,MXN,21.507
2025-02-03,EUR,MYR,4.5976
2025-02-03,EUR,NOK,11.7138
2025-02-03,EUR,NZD,1.8424
2025-02-03,EUR,PHP,60.158
2025-02-03,EUR,PLN,4.2255
2025-02-03,EUR,RON,4.9769
2025-02-03,EUR,SEK,11.481
